"age","work_class","education","marital_status","occupation","race","sex","hours_per_week","income_class"
33,"Private","HS-grad","Divorced","Other-service","White","Female",40,"<=50K"
27,"Local-gov","Bachelors","Never-married","Prof-specialty","White","Female",40,"<=50K"
67,"Local-gov","HS-grad","Divorced","Other-service","White","Female",24,"<=50K"
22,"Private","Assoc-acdm","Never-married","Adm-clerical","White","Female",40,"<=50K"
74,"Private","Masters","Divorced","Sales","White","Female",10,"<=50K"
24,"Private","Bachelors","Never-married","Sales","White","Female",15,"<=50K"
57,"Federal-gov","Bachelors","Never-married","Adm-clerical","White","Male",40,"<=50K"
31,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",40,"<=50K"
36,"Private","Assoc-acdm","Married-civ-spouse","Sales","White","Female",40,"<=50K"
60,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Sales","White","Male",50,"<=50K"
55,"Private","HS-grad","Divorced","Sales","White","Female",37,"<=50K"
25,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",40,"<=50K"
70,"Local-gov","HS-grad","Widowed","Adm-clerical","White","Female",12,"<=50K"
25,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",40,"<=50K"
58,"Private","HS-grad","Widowed","Adm-clerical","White","Female",37,"<=50K"
19,"Private","HS-grad","Never-married","Other-service","Black","Male",40,"<=50K"
31,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,"<=50K"
24,"Private","Bachelors","Never-married","Adm-clerical","White","Male",38,"<=50K"
40,"Local-gov","Bachelors","Never-married","Prof-specialty","White","Female",45,"<=50K"
46,"Private","HS-grad","Married-spouse-absent","Farming-fishing","White","Male",65,"<=50K"
22,"Private","Bachelors","Never-married","Sales","White","Male",45,"<=50K"
40,"Self-emp-not-inc","HS-grad","Never-married","Farming-fishing","White","Male",70,"<=50K"
45,"Private","HS-grad","Divorced","Adm-clerical","White","Female",50,"<=50K"
26,"Private","Bachelors","Never-married","Exec-managerial","White","Female",50,"<=50K"
64,"Private","HS-grad","Divorced","Other-service","White","Female",15,"<=50K"
56,"Private","HS-grad","Widowed","Other-service","White","Female",40,"<=50K"
50,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",20,"<=50K"
20,"Private","HS-grad","Never-married","Sales","White","Male",40,"<=50K"
31,"Private","HS-grad","Never-married","Other-service","White","Female",30,"<=50K"
27,"Private","HS-grad","Married-spouse-absent","Sales","White","Female",25,"<=50K"
29,"Private","Assoc-acdm","Married-civ-spouse","Sales","White","Male",60,"<=50K"
42,"State-gov","Masters","Divorced","Exec-managerial","White","Male",45,"<=50K"
41,"Local-gov","HS-grad","Separated","Other-service","Black","Female",40,"<=50K"
33,"Local-gov","Bachelors","Never-married","Prof-specialty","Black","Female",50,"<=50K"
49,"Self-emp-not-inc","Bachelors","Never-married","Exec-managerial","White","Female",40,"<=50K"
23,"Private","Assoc-acdm","Never-married","Other-service","White","Male",20,"<=50K"
43,"Private","HS-grad","Never-married","Prof-specialty","White","Male",40,"<=50K"
59,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",50,"<=50K"
20,"Private","HS-grad","Never-married","Other-service","White","Male",30,"<=50K"
25,"Local-gov","Bachelors","Never-married","Prof-specialty","White","Male",40,"<=50K"
37,"Private","HS-grad","Divorced","Sales","White","Female",40,"<=50K"
18,"Private","HS-grad","Never-married","Sales","White","Male",25,"<=50K"
50,"Private","Assoc-acdm","Divorced","Sales","White","Female",40,"<=50K"
32,"Private","Bachelors","Never-married","Adm-clerical","White","Male",40,"<=50K"
49,"Local-gov","Masters","Separated","Prof-specialty","White","Female",70,"<=50K"
26,"Self-emp-not-inc","Bachelors","Divorced","Exec-managerial","White","Male",38,"<=50K"
33,"Private","HS-grad","Divorced","Farming-fishing","White","Male",40,"<=50K"
26,"Private","HS-grad","Married-AF-spouse","Sales","White","Male",55,"<=50K"
37,"Private","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",40,"<=50K"
38,"Private","Bachelors","Never-married","Exec-managerial","White","Male",45,"<=50K"
58,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","White","Male",50,"<=50K"
26,"Local-gov","Bachelors","Never-married","Prof-specialty","White","Male",55,"<=50K"
26,"Private","HS-grad","Never-married","Other-service","White","Male",40,"<=50K"
25,"Local-gov","HS-grad","Divorced","Tech-support","White","Female",40,"<=50K"
36,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Prof-specialty","White","Female",40,"<=50K"
42,"Private","HS-grad","Divorced","Adm-clerical","White","Female",40,"<=50K"
39,"Local-gov","Masters","Married-civ-spouse","Exec-managerial","White","Male",45,"<=50K"
46,"Self-emp-not-inc","Bachelors","Married-spouse-absent","Prof-specialty","White","Male",25,"<=50K"
37,"Private","Assoc-acdm","Never-married","Other-service","White","Female",30,"<=50K"
26,"Private","Masters","Never-married","Exec-managerial","White","Male",32,"<=50K"
31,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,"<=50K"
58,"Private","HS-grad","Never-married","Other-service","White","Male",40,"<=50K"
39,"Local-gov","Masters","Divorced","Prof-specialty","White","Female",40,"<=50K"
20,"Private","HS-grad","Never-married","Other-service","White","Male",40,"<=50K"
29,"Local-gov","HS-grad","Never-married","Other-service","White","Male",20,"<=50K"
31,"Private","HS-grad","Never-married","Prof-specialty","White","Male",43,"<=50K"
42,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
48,"Private","HS-grad","Divorced","Other-service","Black","Female",40,"<=50K"
40,"Federal-gov","Assoc-acdm","Never-married","Adm-clerical","White","Female",40,"<=50K"
51,"Private","HS-grad","Divorced","Other-service","White","Female",40,"<=50K"
71,"Private","HS-grad","Widowed","Sales","White","Female",20,"<=50K"
23,"Private","HS-grad","Never-married","Adm-clerical","White","Female",40,"<=50K"
28,"Private","Masters","Divorced","Prof-specialty","White","Female",50,"<=50K"
21,"Private","HS-grad","Never-married","Farming-fishing","White","Male",24,"<=50K"
40,"Private","HS-grad","Married-civ-spouse","Other-service","White","Male",30,"<=50K"
29,"Private","Bachelors","Never-married","Exec-managerial","White","Male",50,"<=50K"
36,"Private","Bachelors","Divorced","Exec-managerial","White","Male",40,"<=50K"
23,"Local-gov","Bachelors","Never-married","Prof-specialty","White","Female",60,"<=50K"
26,"State-gov","Bachelors","Never-married","Prof-specialty","White","Male",40,"<=50K"
40,"Private","HS-grad","Never-married","Exec-managerial","White","Female",45,"<=50K"
31,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
28,"Private","HS-grad","Never-married","Adm-clerical","White","Female",20,"<=50K"
27,"Private","Assoc-acdm","Never-married","Sales","White","Female",40,"<=50K"
59,"Local-gov","Bachelors","Never-married","Adm-clerical","White","Male",38,"<=50K"
21,"Private","HS-grad","Never-married","Adm-clerical","White","Female",40,"<=50K"
51,"Private","HS-grad","Separated","Adm-clerical","White","Female",40,"<=50K"
26,"Private","HS-grad","Never-married","Other-service","White","Male",24,"<=50K"
24,"Private","HS-grad","Never-married","Exec-managerial","White","Male",40,"<=50K"
43,"Private","Masters","Widowed","Prof-specialty","Black","Female",37,"<=50K"
61,"Private","HS-grad","Married-civ-spouse","Sales","Black","Male",40,"<=50K"
44,"Self-emp-inc","HS-grad","Married-civ-spouse","Other-service","Black","Male",48,"<=50K"
20,"Private","HS-grad","Never-married","Sales","Black","Female",20,"<=50K"
29,"Private","Assoc-acdm","Never-married","Exec-managerial","White","Male",40,"<=50K"
20,"State-gov","Assoc-acdm","Never-married","Prof-specialty","White","Male",30,"<=50K"
34,"Private","HS-grad","Separated","Other-service","White","Female",40,"<=50K"
36,"Federal-gov","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,"<=50K"
33,"Local-gov","Bachelors","Never-married","Exec-managerial","White","Female",50,"<=50K"
39,"Private","HS-grad","Never-married","Sales","White","Female",60,"<=50K"
48,"Local-gov","Bachelors","Divorced","Prof-specialty","White","Female",60,"<=50K"
23,"Private","Bachelors","Never-married","Prof-specialty","White","Male",38,"<=50K"
41,"Federal-gov","HS-grad","Married-civ-spouse","Other-service","White","Male",40,"<=50K"
27,"Private","Bachelors","Never-married","Sales","White","Male",40,"<=50K"
34,"Private","HS-grad","Married-civ-spouse","Tech-support","White","Female",32,"<=50K"
41,"Private","Bachelors","Never-married","Prof-specialty","Black","Male",40,"<=50K"
25,"Private","Bachelors","Never-married","Other-service","White","Male",40,"<=50K"
43,"Private","HS-grad","Divorced","Tech-support","White","Female",40,"<=50K"
23,"Private","HS-grad","Married-civ-spouse","Sales","White","Female",40,"<=50K"
42,"Private","HS-grad","Divorced","Other-service","White","Female",40,"<=50K"
60,"Self-emp-not-inc","HS-grad","Never-married","Farming-fishing","White","Male",42,"<=50K"
19,"Private","HS-grad","Never-married","Other-service","Black","Male",25,"<=50K"
54,"Private","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",40,"<=50K"
44,"Private","HS-grad","Never-married","Other-service","Black","Male",32,"<=50K"
22,"State-gov","Bachelors","Never-married","Tech-support","White","Female",40,"<=50K"
40,"Private","Bachelors","Divorced","Sales","White","Male",80,"<=50K"
43,"State-gov","Bachelors","Never-married","Prof-specialty","White","Female",40,"<=50K"
40,"Private","HS-grad","Married-spouse-absent","Adm-clerical","White","Female",38,"<=50K"
55,"Private","HS-grad","Married-civ-spouse","Prof-specialty","White","Male",46,"<=50K"
51,"Federal-gov","HS-grad","Divorced","Adm-clerical","White","Female",8,"<=50K"
63,"Federal-gov","HS-grad","Widowed","Exec-managerial","White","Female",40,"<=50K"
27,"Private","Masters","Never-married","Sales","White","Female",40,"<=50K"
24,"Private","Bachelors","Never-married","Tech-support","White","Male",35,"<=50K"
52,"Private","HS-grad","Divorced","Other-service","White","Male",38,"<=50K"
26,"Private","Bachelors","Never-married","Exec-managerial","White","Female",40,"<=50K"
54,"Private","Bachelors","Divorced","Prof-specialty","White","Male",40,"<=50K"
33,"Private","Bachelors","Never-married","Prof-specialty","White","Male",40,"<=50K"
26,"Local-gov","Bachelors","Never-married","Prof-specialty","Black","Female",40,"<=50K"
28,"Private","HS-grad","Never-married","Adm-clerical","White","Female",40,"<=50K"
29,"Local-gov","HS-grad","Married-civ-spouse","Other-service","White","Female",40,"<=50K"
53,"Local-gov","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",60,"<=50K"
42,"Local-gov","Masters","Divorced","Prof-specialty","White","Male",40,"<=50K"
47,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",30,"<=50K"
66,"Private","HS-grad","Widowed","Exec-managerial","White","Female",25,"<=50K"
25,"Private","Bachelors","Married-civ-spouse","Tech-support","White","Male",35,"<=50K"
82,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",20,"<=50K"
27,"Private","Bachelors","Married-civ-spouse","Tech-support","White","Male",30,"<=50K"
25,"Private","Bachelors","Never-married","Exec-managerial","White","Male",35,"<=50K"
50,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Sales","White","Male",50,"<=50K"
42,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",60,"<=50K"
63,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",48,"<=50K"
71,"Private","HS-grad","Widowed","Sales","White","Female",16,"<=50K"
38,"Federal-gov","HS-grad","Never-married","Adm-clerical","Black","Female",40,"<=50K"
59,"Private","HS-grad","Divorced","Other-service","White","Female",40,"<=50K"
39,"Local-gov","HS-grad","Divorced","Adm-clerical","White","Male",42,"<=50K"
34,"Local-gov","HS-grad","Never-married","Farming-fishing","Black","Male",60,"<=50K"
38,"Private","HS-grad","Never-married","Other-service","White","Male",40,"<=50K"
29,"Private","Bachelors","Never-married","Adm-clerical","White","Female",40,"<=50K"
30,"Private","Prof-school","Widowed","Other-service","White","Male",35,"<=50K"
80,"Self-emp-not-inc","HS-grad","Never-married","Exec-managerial","White","Male",20,"<=50K"
39,"Private","HS-grad","Never-married","Farming-fishing","White","Male",40,"<=50K"
30,"Local-gov","HS-grad","Married-civ-spouse","Adm-clerical","Black","Male",40,"<=50K"
54,"Private","HS-grad","Married-civ-spouse","Other-service","White","Male",50,"<=50K"
45,"Private","HS-grad","Widowed","Adm-clerical","White","Female",35,"<=50K"
53,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,"<=50K"
24,"Private","HS-grad","Separated","Sales","White","Female",48,"<=50K"
46,"Private","HS-grad","Divorced","Adm-clerical","White","Female",43,"<=50K"
36,"Self-emp-not-inc","Bachelors","Never-married","Sales","Black","Female",50,"<=50K"
37,"Private","Bachelors","Divorced","Prof-specialty","White","Female",40,"<=50K"
24,"Private","Bachelors","Never-married","Exec-managerial","White","Female",40,"<=50K"
57,"State-gov","HS-grad","Separated","Other-service","White","Female",35,"<=50K"
57,"Private","HS-grad","Divorced","Other-service","White","Female",40,"<=50K"
48,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,"<=50K"
51,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Sales","White","Male",40,"<=50K"
28,"Private","Bachelors","Never-married","Adm-clerical","White","Male",21,"<=50K"
27,"Private","HS-grad","Never-married","Other-service","White","Male",22,"<=50K"
26,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",40,"<=50K"
25,"Self-emp-inc","Bachelors","Never-married","Sales","White","Male",80,"<=50K"
28,"Private","HS-grad","Never-married","Other-service","White","Male",30,"<=50K"
23,"Private","Bachelors","Never-married","Prof-specialty","White","Female",40,"<=50K"
35,"Private","Bachelors","Never-married","Other-service","White","Female",45,"<=50K"
47,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",38,"<=50K"
25,"Local-gov","Bachelors","Never-married","Exec-managerial","White","Female",20,"<=50K"
38,"Private","HS-grad","Separated","Sales","White","Male",60,"<=50K"
50,"Private","HS-grad","Separated","Adm-clerical","White","Female",40,"<=50K"
30,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
22,"Private","Assoc-acdm","Never-married","Other-service","White","Female",35,"<=50K"
40,"Private","Masters","Never-married","Prof-specialty","White","Female",40,"<=50K"
42,"Private","Bachelors","Divorced","Exec-managerial","White","Female",40,"<=50K"
35,"Private","HS-grad","Married-spouse-absent","Other-service","Black","Female",20,"<=50K"
39,"Private","HS-grad","Divorced","Adm-clerical","White","Female",40,"<=50K"
63,"Private","HS-grad","Widowed","Farming-fishing","White","Male",6,"<=50K"
56,"Private","Assoc-acdm","Married-civ-spouse","Other-service","White","Male",50,"<=50K"
44,"Private","Prof-school","Divorced","Prof-specialty","White","Female",99,"<=50K"
24,"Private","Bachelors","Never-married","Adm-clerical","White","Female",40,"<=50K"
51,"Private","Bachelors","Divorced","Prof-specialty","White","Male",45,"<=50K"
42,"Federal-gov","HS-grad","Divorced","Adm-clerical","Black","Male",40,"<=50K"
39,"Private","HS-grad","Married-civ-spouse","Prof-specialty","White","Male",45,"<=50K"
63,"Private","Masters","Married-civ-spouse","Tech-support","White","Male",40,"<=50K"
64,"Private","Bachelors","Divorced","Exec-managerial","White","Female",50,"<=50K"
55,"Private","HS-grad","Separated","Adm-clerical","White","Female",25,"<=50K"
48,"Private","HS-grad","Separated","Adm-clerical","White","Female",40,"<=50K"
45,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",32,"<=50K"
24,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","Black","Female",40,"<=50K"
46,"Private","Bachelors","Widowed","Adm-clerical","White","Female",25,"<=50K"
43,"Federal-gov","Bachelors","Divorced","Adm-clerical","White","Female",40,"<=50K"
47,"Private","Assoc-acdm","Never-married","Adm-clerical","White","Female",40,"<=50K"
56,"Private","HS-grad","Divorced","Adm-clerical","White","Female",40,"<=50K"
19,"Private","HS-grad","Never-married","Sales","White","Female",20,"<=50K"
50,"Private","HS-grad","Married-civ-spouse","Prof-specialty","White","Male",40,"<=50K"
34,"Local-gov","Masters","Never-married","Prof-specialty","White","Male",35,"<=50K"
